,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
6485,Future Motors,Operations in manufacturing,4240523.09,2277451.81,9702019.67,3029274.19,1317822.1,36275.35,2768377.13,Manufacturing,1963071.2799999998,6672745.48
6486,Green Group,Operations in technology,2902168.35,2138625.39,4988414.832,3580109.53,914715.29,695981.248,2101471.58,Manufacturing,763542.96,1408305.3020000006
6487,Green Solutions,Operations in healthcare,2660133.96,2675107.12,647819.17,2151983.6279999996,253027.38,2612939.96,3420303.43,Technology,-14973.160000000149,-1504164.4579999996
6488,Dynamic Motors,Operations in finance,131464.55,1307056.59,4196108.14,2766553.31,1645903.2,96332.52,2924669.83,Manufacturing,-1175592.04,1429554.8299999996
6489,Global Corp,Operations in retail,1207379.32,1109669.23,7988615.65,185894.74,921597.78,1087032.2,3873285.93,Finance,97710.09000000008,7802720.91
6490,Zenith International,Operations in manufacturing,3457896.04,1121406.78,2266037.34,1399512.082,637238.51,2322317.7,4373021.03,Healthcare,2336489.26,866525.2579999999
6491,Tech Technologies,Operations in healthcare,3633683.94,2379742.47,5458118.47,4012679.02,699016.0480000001,868678.09,2957002.208,Manufacturing,1253941.4699999997,1445439.4499999997
6492,Alpha Group,Operations in manufacturing,1093409.2,1915310.02,9204379.08,133378.25,109412.74,222208.43,979423.17,Manufacturing,-821900.8200000001,9071000.83
6493,Dynamic Motors,Operations in technology,4039888.85,2064436.2,3508765.44,1637554.08,1858731.49,188784.08,3932073.49,Healthcare,1975452.6500000001,1871211.3599999999
6494,Future Holdings,Operations in retail,2647821.764,1258557.04,8084184.62,1905018.39,392721.38,1002209.56,480885.67,Retail,1389264.724,6179166.23
6495,Tech Enterprises,Operations in retail,2470528.24,544984.95,7540974.17,3390686.95,1659763.84,1576485.6,2942132.406,Manufacturing,1925543.2900000003,4150287.2199999997
6496,Innovative Motors,Operations in healthcare,3682678.33,73811.26,2318076.17,4486286.53,718362.48,1995915.89,64426.39,Finance,3608867.0700000003,-2168210.3600000003
6497,Zenith Technologies,Operations in manufacturing,1008149.57,1968243.86,9902269.16,3699580.28,1381265.576,1592669.76,4458066.49,Finance,-960094.2900000002,6202688.880000001
6498,Green Corp,Operations in finance,442118.33,2688249.09,2614183.12,2775431.52,1633894.73,1171644.47,2500755.23,Manufacturing,-2246130.76,-161248.3999999999
6499,Alpha Group,Operations in technology,4571796.36,879766.03,6791403.551999999,4147543.79,1251041.71,2258298.65,1172617.03,Healthcare,3692030.33,2643859.761999999
6500,Tech Systems,Operations in healthcare,797075.18,1276052.93,150562.56,800486.55,974879.82,862805.0,2545583.84,Manufacturing,-478977.7499999999,-649923.99
6501,Quantum Technologies,Operations in manufacturing,3026778.31,1822359.66,7369600.14,1525623.79,591220.22,353041.44,1715676.1,Manufacturing,1204418.6500000001,5843976.35
6502,Dynamic Motors,Operations in finance,194478.2,1842574.13,1391757.04,3367090.55,1472749.93,81198.22,3326190.36,Manufacturing,-1648095.93,-1975333.5099999998
6503,Global Logistics,Operations in healthcare,2593081.47,1327731.792,8038176.38,1871377.39,477023.9,2595139.4,4771461.34,Retail,1265349.6780000003,6166798.99
6504,Dynamic Enterprises,Operations in finance,2069391.014,1074203.01,3746758.47,4018413.18,643462.12,150068.31,4728068.71,Manufacturing,995188.004,-271654.70999999996
6505,Dynamic Motors,Operations in retail,2005903.2,2052448.37,7070675.15,2693967.36,690092.85,2834804.11,610160.64,Healthcare,-46545.17000000016,4376707.790000001
6506,Pinnacle Logistics,Operations in manufacturing,317844.75,1070929.06,3571656.81,1366664.47,1511901.95,1468220.07,3360754.21,Retail,-753084.31,2204992.34
6507,Dynamic Group,Operations in manufacturing,2519113.66,973865.0,5084136.936,2573757.18,1632462.27,1177063.7,1044918.03,Manufacturing,1545248.6600000001,2510379.7559999996
6508,Quantum Logistics,Operations in finance,2915818.37,509114.11,4073777.11,4892224.06,40862.95,1210041.78,1614052.64,Healthcare,2406704.2600000002,-818446.9499999997
6509,Alpha Corp,Operations in technology,2172989.4,512246.43,5522309.522,2734586.88,1684843.53,2329195.64,247352.23,Manufacturing,1660742.97,2787722.642
6510,Innovative International,Operations in finance,2899007.91,2859918.91,2672837.03,508582.31,1150202.48,945236.75,1482744.49,Technology,39089.0,2164254.7199999997
6511,Dynamic Motors,Operations in technology,2189756.58,2526781.56,9418217.06,4433802.64,1342143.11,1105237.0,3421272.07,Retail,-337024.98,4984414.420000001
6512,Dynamic Motors,Operations in finance,3407292.6,2098454.78,4574674.003999999,4160031.97,706054.75,2563114.1,737418.55,Retail,1308837.8200000003,414642.0339999986
6513,Quantum Systems,Operations in technology,3493198.0979999998,2120317.33,2871799.7520000003,3996541.57,280359.53,571256.57,3832551.33,Manufacturing,1372880.7679999997,-1124741.8179999995
6514,Quantum Group,Operations in technology,3188418.73,1638022.548,9411586.3,2984510.4,1045155.09,1622631.23,2816901.95,Healthcare,1550396.182,6427075.9
6515,Future Technologies,Operations in retail,3736944.95,2949944.21,5515197.292,4943865.72,1101233.9,679083.31,2633646.01,Healthcare,787000.7400000002,571331.5720000006
6516,Dynamic Motors,Operations in technology,3752932.91,2763615.91,8034739.64,1754350.13,1953398.96,1965750.588,3304354.89,Finance,989317.0,6280389.51
6517,Zenith International,Operations in manufacturing,4329328.17,1058302.304,7258868.99,2947831.83,746236.27,1296598.87,717832.71,Healthcare,3271025.866,4311037.16
6518,Future Systems,Operations in retail,654949.61,1143392.59,5829699.72,477755.54,18720.7,539899.84,941004.31,Healthcare,-488442.9800000001,5351944.18
6519,Pinnacle Systems,Operations in manufacturing,1865178.4780000001,2568472.84,4285827.273999999,2883966.74,126595.99,106983.05,3056299.27,Healthcare,-703294.3619999997,1401860.533999999
6520,Dynamic Systems,Operations in retail,3019970.89,2100816.88,5023528.06,3501587.86,1699526.27,446864.36,1081194.91,Retail,919154.0100000002,1521940.1999999997
6521,Zenith Corp,Operations in retail,1838420.77,180583.28,2010101.92,4553775.64,285518.51,2426235.47,2341791.3,Retail,1657837.49,-2543673.7199999997
6522,Zenith Logistics,Operations in technology,823467.09,1576376.6480000003,6664855.36,1986588.7739999997,911602.442,2389715.55,2910650.57,Manufacturing,-752909.5580000003,4678266.586000001
6523,Innovative Group,Operations in manufacturing,181283.15,1456316.7380000001,4004068.44,3690426.88,1612263.39,2503950.93,4983901.13,Finance,-1275033.5880000002,313641.56000000006
6524,Green Enterprises,Operations in healthcare,1513580.4,652782.85,4333490.852,303619.65,612996.59,368479.12,3758685.82,Technology,860797.5499999999,4029871.202
6525,Pinnacle Solutions,Operations in retail,4377150.53,971639.51,695633.44,1941283.79,1284462.28,1218339.99,1349480.29,Manufacturing,3405511.0200000005,-1245650.35
6526,Future Holdings,Operations in technology,1008862.42,628099.348,5393662.78,528789.78,1827226.13,2999859.1,3258478.24,Retail,380763.07200000004,4864873.0
6527,Pinnacle Motors,Operations in technology,3941544.91,1298501.05,7363623.62,3570016.81,322006.46,2515951.13,3388312.07,Healthcare,2643043.8600000003,3793606.81
6528,Alpha Group,Operations in manufacturing,4233077.85,704295.73,1419505.45,3983920.9,204881.19,1658747.6840000001,577633.37,Retail,3528782.1199999996,-2564415.45
6529,Tech Technologies,Operations in finance,2988493.86,2017070.17,8967466.83,989426.98,108859.53,1644436.67,4977390.58,Healthcare,971423.69,7978039.85
6530,Dynamic Corp,Operations in technology,4978339.41,681033.88,6558921.98,129005.74,1682641.84,1139624.106,947080.55,Retail,4297305.53,6429916.24
6531,Future Systems,Operations in manufacturing,3449003.2,750398.34,3778644.88,2692274.19,535578.42,1098561.8560000001,4226727.56,Finance,2698604.8600000003,1086370.69
6532,Green Logistics,Operations in finance,909293.97,2881639.03,5017188.658,2453198.82,633762.87,606469.72,3252619.08,Manufacturing,-1972345.0599999998,2563989.838
6533,Zenith Logistics,Operations in finance,448487.53,507303.06,3689910.818,2245881.63,1241215.89,1313207.38,1486313.3,Technology,-58815.52999999997,1444029.188
6534,Innovative Solutions,Operations in technology,2877534.5919999997,1547536.1,6397414.28,2188279.9999999995,581724.05,2058750.11,4074259.63,Finance,1329998.4919999996,4209134.280000001
6535,Dynamic Systems,Operations in finance,1879932.35,1111704.71,6341818.9,3144828.81,1546671.67,1216717.94,2069406.39,Retail,768227.6400000001,3196990.0900000003
6536,Quantum Solutions,Operations in healthcare,4787664.53,1291020.29,1482154.12,3505678.26,1309696.4,1454055.316,3560340.348,Technology,3496644.24,-2023524.1399999997
6537,Pinnacle Group,Operations in retail,2468458.83,1449530.432,8897858.93,4196645.2,1731484.18,105132.9,595945.51,Healthcare,1018928.398,4701213.7299999995
6538,Pinnacle Motors,Operations in healthcare,2739861.76,922639.29,4398446.11,964746.63,1891187.96,1561426.28,3019991.702,Finance,1817222.4699999997,3433699.4800000004
6539,Pinnacle Group,Operations in technology,2966149.09,247965.66,149677.72,1025605.69,250221.0,1957154.566,3410123.16,Healthcare,2718183.4299999997,-875927.97
6540,Green Solutions,Operations in technology,3477885.554,242704.25,4655290.85,2782201.59,1495035.98,1014719.2,682419.99,Healthcare,3235181.304,1873089.2599999998
6541,Green International,Operations in finance,3560301.15,2217306.818,2157362.87,4140193.16,414700.17,1296035.17,3063603.61,Finance,1342994.332,-1982830.29
6542,Green Systems,Operations in manufacturing,2862950.38,2597697.73,1283390.66,3904627.86,1859630.04,2084398.16,369666.76,Finance,265252.6499999999,-2621237.2
6543,Future Technologies,Operations in technology,2004161.6539999996,1907382.06,4917660.31,1135546.81,1700409.62,2232693.59,4937485.13,Finance,96779.59399999958,3782113.4999999995
6544,Tech Logistics,Operations in technology,2086833.4,2660934.0,248150.21,2548774.842,1899339.91,180216.18,3609223.52,Finance,-574100.6000000001,-2300624.632
6545,Dynamic International,Operations in retail,1976695.04,133257.49,663059.52,2782121.62,1143893.83,365055.75,3826335.42,Manufacturing,1843437.55,-2119062.1
6546,Green International,Operations in finance,4382649.13,888832.47,9789060.89,976191.42,462461.6,929242.29,2723957.554,Finance,3493816.66,8812869.47
6547,Alpha Technologies,Operations in healthcare,4899137.62,2273107.81,5494722.544000001,2567154.4,1131656.7,146987.26,3315435.34,Manufacturing,2626029.81,2927568.144000001
6548,Dynamic International,Operations in finance,1089085.37,2921254.21,9420245.96,856157.09,445404.78,242412.21,1022858.16,Manufacturing,-1832168.8399999999,8564088.870000001
6549,Alpha Holdings,Operations in finance,2474894.77,626286.04,5734015.01,1925846.64,1081775.1,646878.93,2027343.776,Technology,1848608.73,3808168.37
6550,Green Technologies,Operations in technology,431468.7,673971.338,7388725.54,369100.61,943259.81,1510448.39,3559559.97,Retail,-242502.63799999998,7019624.93
6551,Tech Holdings,Operations in manufacturing,4121621.03,2747228.86,1209571.17,3274462.75,444648.77,2976041.1,2369085.97,Retail,1374392.17,-2064891.58
6552,Zenith Solutions,Operations in technology,2547997.81,1719943.2719999999,9453048.71,4066327.86,743860.32,1966519.58,695509.93,Healthcare,828054.5380000002,5386720.8500000015
6553,Alpha Motors,Operations in manufacturing,582730.81,836921.81,9159519.69,1493400.28,1172543.75,489342.54,4622599.98,Healthcare,-254191.0,7666119.409999999
6554,Tech International,Operations in finance,2406411.77,2449747.67,1434063.29,3002700.95,568492.1640000001,578858.39,2953015.11,Healthcare,-43335.89999999991,-1568637.6600000001
6555,Green International,Operations in manufacturing,1187809.16,2568735.42,7823131.846000001,4651178.78,875933.76,2227128.24,4357891.42,Technology,-1380926.26,3171953.0660000006
6556,Zenith Group,Operations in retail,3837047.48,1535411.09,5706615.404000001,129070.96,262416.05,2912392.0,1040460.18,Healthcare,2301636.3899999997,5577544.444000001
6557,Quantum Logistics,Operations in retail,3249656.54,587989.71,5206252.279999999,57584.54,371283.966,2710352.17,1604380.84,Retail,2661666.83,5148667.739999999
6558,Green Solutions,Operations in finance,2877831.04,952268.93,1570633.2,4593732.0,360757.66,1876798.74,1667636.16,Finance,1925562.1099999999,-3023098.8
6559,Zenith Systems,Operations in healthcare,1452036.86,378303.44,3062020.29,2947838.31,1452974.07,1316967.47,3335895.5,Healthcare,1073733.4200000002,114181.97999999998
6560,Alpha Technologies,Operations in healthcare,3093323.29,818658.84,7281431.38,1666595.29,910108.23,814358.75,2585817.29,Finance,2274664.45,5614836.09
6561,Green Enterprises,Operations in finance,145891.07,1577280.34,5471200.23,4464257.79,1115739.8,157283.82,3435415.68,Finance,-1431389.27,1006942.4400000004
6562,Dynamic Group,Operations in retail,3807084.78,1892521.736,5256781.414,543722.07,1443976.24,1575693.3,1806301.0219999999,Technology,1914563.0439999998,4713059.344
6563,Dynamic Motors,Operations in finance,835602.65,2494935.312,5982188.616,3097795.46,572817.77,2484300.97,2699916.97,Finance,-1659332.662,2884393.1560000004
6564,Tech Solutions,Operations in manufacturing,2955066.73,1377266.4719999998,2660399.71,4841001.12,556295.56,1191544.1,1949345.48,Retail,1577800.2580000001,-2180601.41
6565,Alpha Corp,Operations in manufacturing,2900105.2,1728020.3280000002,2236260.32,4428625.52,1295453.432,1640768.95,69675.16,Finance,1172084.872,-2192365.1999999997
6566,Tech Motors,Operations in retail,674876.09,1934167.15,5191126.26,3382479.06,97605.83,1920741.85,1845886.84,Healthcare,-1259291.06,1808647.1999999997
6567,Global Solutions,Operations in finance,1827678.796,2779549.56,5910023.514,3673410.6,276293.35,346302.06,3720839.9,Technology,-951870.764,2236612.9140000003
6568,Global Motors,Operations in finance,4334857.9,2242702.23,9026695.42,2208941.85,48196.53,1562845.27,318889.9,Healthcare,2092155.6700000004,6817753.57
6569,Dynamic Motors,Operations in finance,4593873.2,1302288.97,2073593.85,295852.94,392265.53,1091756.25,2507305.98,Retail,3291584.2300000004,1777740.9100000001
6570,Pinnacle Corp,Operations in retail,601877.86,1434676.34,310319.87,101027.76,1332981.2000000002,2961426.58,4105825.64,Finance,-832798.4800000001,209292.11
6571,Dynamic Motors,Operations in retail,3911950.79,2307783.37,5979104.21,479302.72,831288.9380000001,115645.48,1405856.86,Finance,1604167.42,5499801.49
6572,Alpha Holdings,Operations in finance,1106998.27,673528.4,1057860.54,3016551.9,159907.12,377851.79,1912161.85,Healthcare,433469.87,-1958691.3599999999
6573,Zenith Logistics,Operations in technology,680496.97,1937928.3539999998,3144274.61,293837.37,621042.482,2462578.89,1995700.27,Finance,-1257431.3839999998,2850437.2399999998
6574,Quantum Holdings,Operations in manufacturing,4503557.98,2158298.07,6068635.9799999995,4387380.26,1629950.72,1104570.196,1440392.03,Manufacturing,2345259.9100000006,1681255.7199999997
6575,Quantum Technologies,Operations in finance,2263813.2,907037.25,8857039.5,2849475.68,1703203.7,2289377.15,3063795.21,Manufacturing,1356775.9500000002,6007563.82
6576,Dynamic International,Operations in technology,3272671.31,309371.47,1573783.07,2978134.58,1235739.74,2329230.32,4854636.2,Manufacturing,2963299.84,-1404351.51
6577,Dynamic Motors,Operations in retail,986346.87,1738899.288,8787815.97,553448.07,1988395.2,2739262.19,2319900.4280000003,Healthcare,-752552.418,8234367.9
6578,Dynamic Motors,Operations in manufacturing,1323717.5,2973606.82,4425693.324,989247.53,1103745.18,922072.5,2245848.56,Healthcare,-1649889.3199999998,3436445.7939999998
6579,Pinnacle Logistics,Operations in technology,3717690.92,2301448.08,5924779.452,1935826.64,202368.84,271893.12,2443329.846,Finance,1416242.8399999999,3988952.812
6580,Green Technologies,Operations in manufacturing,3430603.89,300710.8,1034008.69,1324122.54,481282.98,1887009.7179999999,3823249.97,Healthcare,3129893.0900000003,-290113.8500000001
6581,Innovative Holdings,Operations in healthcare,4561403.66,2971456.49,894995.71,1522177.5,1460743.28,1154228.33,4714822.29,Finance,1589947.17,-627181.79
6582,Pinnacle Logistics,Operations in finance,866227.78,1859547.33,4204720.22,846199.62,64079.92,1138770.7820000001,2122467.84,Retail,-993319.55,3358520.5999999996
6583,Innovative International,Operations in retail,4746203.25,1852304.22,3614498.7,1607773.42,195256.81,2458712.77,1791150.2,Finance,2893899.0300000003,2006725.2800000003
6584,Alpha International,Operations in technology,4682096.08,1472279.93,9899887.16,1778756.39,541668.88,1139856.98,3015205.296,Finance,3209816.1500000004,8121130.7700000005
6585,Dynamic Motors,Operations in healthcare,4608164.59,273196.34,4499207.88,1318870.16,550322.27,2929638.58,479442.72,Manufacturing,4334968.25,3180337.7199999997
6586,Tech Logistics,Operations in healthcare,386772.12,1437988.2,5059427.49,2478939.47,1938098.8,2283369.22,4303687.19,Technology,-1051216.08,2580488.02
6587,Dynamic Motors,Operations in finance,739666.73,357184.87,2627165.01,4714568.3,1574442.69,2811043.33,975885.95,Technology,382481.86,-2087403.29
6588,Dynamic Motors,Operations in retail,2824119.58,1352899.05,5291335.466,3194445.88,831750.5599999999,2170605.58,1444724.05,Retail,1471220.53,2096889.5860000001
6589,Global International,Operations in manufacturing,2412803.21,347733.92,1638384.26,2474643.4319999996,1766401.92,583300.78,2811857.31,Technology,2065069.29,-836259.1719999996
6590,Alpha Enterprises,Operations in manufacturing,1474507.43,2404010.31,2662147.89,2096024.54,929033.46,1645773.07,4758735.35,Manufacturing,-929502.8800000001,566123.3500000001
6591,Zenith Logistics,Operations in retail,4264853.4,844685.34,9289048.8,3771454.52,1238905.13,2624033.8,2987962.5,Finance,3420168.0600000005,5517594.280000001
6592,Global Holdings,Operations in healthcare,4739231.19,1744503.88,2311900.45,1567868.75,1198744.44,2541154.5,4475659.73,Technology,2994727.3100000005,744031.7000000002
6593,Innovative Motors,Operations in manufacturing,1267416.96,1629265.16,8617730.01,1870106.75,20581.08,217987.08,1637312.15,Technology,-361848.19999999995,6747623.26
6594,Tech Systems,Operations in manufacturing,4729774.31,2486960.01,6723132.47,1978328.29,98332.31,2257033.58,3397005.35,Healthcare,2242814.3,4744804.18
6595,Dynamic Motors,Operations in healthcare,389686.21,1399546.66,6554063.21,3916711.1,833427.48,810830.24,2056284.43,Finance,-1009860.45,2637352.11
6596,Alpha Holdings,Operations in finance,4585675.24,2245204.74,9892803.61,4202073.6,720539.88,1673569.68,1420234.29,Technology,2340470.5,5690730.01
6597,Dynamic Motors,Operations in technology,3175123.64,246319.65,2291988.32,4475860.4,1047043.3100000002,1220354.9,4240779.27,Technology,2928803.99,-2183872.0800000005
6598,Global Systems,Operations in retail,1156903.02,2301771.114,5188824.992000001,403908.51,1236506.45,302654.79,2524304.17,Retail,-1144868.094,4784916.482000001
6599,Alpha Corp,Operations in manufacturing,1994978.66,1552935.6,6006538.18,4486925.95,1888082.88,434175.17,1304572.84,Healthcare,442043.0599999998,1519612.2299999995
6600,Future Technologies,Operations in healthcare,2362465.37,227538.24,7489703.12,1906543.4439999997,269993.41,516721.73,4935474.73,Retail,2134927.13,5583159.676000001
6601,Quantum International,Operations in manufacturing,517251.24,1286653.37,8935194.92,1297437.94,545786.05,1977542.32,466635.36,Healthcare,-769402.1300000001,7637756.98
6602,Tech Corp,Operations in healthcare,1927215.68,2053074.96,9970689.49,449709.97,985760.0,2677540.1,1017358.68,Technology,-125859.28000000003,9520979.52
6603,Green Group,Operations in finance,2560402.09,340310.83,9762540.05,1792545.5380000002,691017.05,509316.34,2590512.086,Finance,2220091.26,7969994.512
6604,Dynamic Motors,Operations in manufacturing,1870977.0,1936524.76,7789289.92,940464.16,825885.34,2995572.13,1071232.72,Manufacturing,-65547.76000000001,6848825.76
6605,Tech Motors,Operations in healthcare,4869192.31,2987863.8,3376090.33,373884.51,451222.49,185255.66,1872119.95,Healthcare,1881328.5099999998,3002205.8200000003
6606,Dynamic Motors,Operations in technology,2643984.13,878444.32,2649673.98,1803695.93,817298.81,2002154.69,835819.5,Finance,1765539.81,845978.05
6607,Future International,Operations in retail,864293.14,2505639.9,4141237.01,3619842.43,1252753.38,1594903.77,983906.78,Finance,-1641346.7599999998,521394.5799999996
6608,Global Group,Operations in retail,4178346.28,2687736.2,8711295.21,3018923.33,74244.65,177669.72,1989108.15,Finance,1490610.0799999996,5692371.880000001
6609,Innovative Solutions,Operations in finance,3807129.35,1013602.5900000001,6816125.56,3718961.75,1872886.21,1061957.21,3130455.704,Retail,2793526.76,3097163.8099999996
6610,Global Technologies,Operations in healthcare,4551377.92,1111874.99,3523190.5,616192.24,1328182.37,87866.38,216176.01,Retail,3439502.9299999997,2906998.26
6611,Zenith Motors,Operations in finance,2077255.57,533494.3,8529940.43,1801622.79,499926.058,638975.97,3169575.33,Technology,1543761.27,6728317.64
6612,Alpha Logistics,Operations in manufacturing,3954175.75,1792189.39,3074409.74,2502826.224,37293.25,2571181.66,2595112.35,Healthcare,2161986.3600000003,571583.5160000003
6613,Pinnacle Logistics,Operations in technology,1763618.168,215362.29,8131927.948000001,281019.56,1105086.6,1636134.8,777678.15,Manufacturing,1548255.878,7850908.388000001
6614,Green Technologies,Operations in manufacturing,4631530.93,2923826.26,7468275.52,4179830.5,1969678.26,2525893.63,3486141.05,Manufacturing,1707704.67,3288445.0199999996
6615,Quantum Logistics,Operations in retail,1538947.4980000001,1170102.66,8515798.48,141659.82,1674115.24,1798848.22,2027674.818,Finance,368844.8380000002,8374138.66
6616,Tech Solutions,Operations in technology,3576275.48,574366.67,2915646.61,1044280.35,35679.47,2113434.704,1701152.86,Retail,3001908.81,1871366.2599999998
6617,Quantum Technologies,Operations in healthcare,1021250.67,1563154.99,8410014.74,2751078.49,588291.63,1706119.92,4345970.98,Finance,-541904.32,5658936.25
6618,Alpha Enterprises,Operations in technology,1206392.22,286370.23,8895165.4,3523044.8,1064769.85,2023725.01,2849079.53,Retail,920021.99,5372120.600000001
6619,Global Enterprises,Operations in finance,4751444.53,112390.61,6099245.64,4435307.06,756521.61,2011407.6600000001,4892907.32,Finance,4639053.92,1663938.58
6620,Future Enterprises,Operations in technology,4995195.66,1288096.79,8814803.86,2454385.512,222688.49,2104508.09,2951870.58,Manufacturing,3707098.87,6360418.347999999
6621,Green Motors,Operations in manufacturing,3599386.42,2926444.59,9531620.34,4419073.38,1946981.17,1716456.87,4038193.11,Finance,672941.8300000001,5112546.96
6622,Future Technologies,Operations in finance,338768.07,1304244.49,5947912.986,2638039.05,684167.42,2230306.25,3969775.29,Healthcare,-965476.4199999999,3309873.9359999998
6623,Pinnacle Holdings,Operations in finance,1882955.39,2094272.87,5196145.97,2903050.76,103662.77,39615.95,1815790.7,Manufacturing,-211317.4800000002,2293095.21
6624,Quantum Enterprises,Operations in retail,4249672.88,2509073.15,5262284.39,3240112.28,1802215.59,982985.85,291165.14,Manufacturing,1740599.73,2022172.1099999999
6625,Pinnacle Holdings,Operations in technology,4230088.43,1265017.28,3784716.63,2878165.1,1753037.42,2871483.81,1935019.73,Technology,2965071.1499999994,906551.5299999998
6626,Pinnacle Corp,Operations in technology,3474017.07,1397061.61,3980583.93,2485904.398,1173186.02,2935138.04,4838706.3,Healthcare,2076955.4599999997,1494679.5320000001
6627,Alpha Solutions,Operations in technology,3144986.32,1884866.87,3672765.5,3515602.31,372761.23,1319947.19,2849925.85,Technology,1260119.4499999997,157163.18999999994
6628,Dynamic International,Operations in retail,2423007.51,2896011.21,9758188.12,1391428.87,726733.69,1795886.14,2287658.95,Retail,-473003.7000000002,8366759.249999999
6629,Global Systems,Operations in technology,3424313.52,1640675.11,4020478.2,2326841.312,946165.44,2064533.86,4739673.32,Manufacturing,1783638.41,1693636.8880000003
6630,Dynamic Motors,Operations in manufacturing,4410213.65,2146267.25,4152034.25,2091079.898,1186564.08,264189.22,3932567.02,Healthcare,2263946.4000000004,2060954.352
6631,Innovative Logistics,Operations in technology,3781159.964,1192834.42,3683411.88,95554.18,371636.28,756419.33,4842355.01,Finance,2588325.544,3587857.6999999997
6632,Quantum Solutions,Operations in technology,3333064.4299999997,770375.03,8164174.98,1741263.79,1453618.94,943289.21,1962885.8820000004,Technology,2562689.3999999994,6422911.19
6633,Tech Enterprises,Operations in technology,2490011.18,1013920.83,5005347.65,4166992.88,134829.32,897715.59,2583055.11,Manufacturing,1476090.35,838354.7700000005
6634,Tech Holdings,Operations in healthcare,3314715.32,2807200.87,874322.62,2421360.75,588571.66,492729.35,2940843.44,Retail,507514.4499999997,-1547038.13
6635,Dynamic Group,Operations in technology,1929743.1760000002,2350002.89,7381321.93,2099881.2120000003,1551730.47,2577286.24,2148859.28,Healthcare,-420259.7139999999,5281440.717999999
6636,Alpha Enterprises,Operations in technology,1885566.27,2104997.228,5193826.41,223081.65,1107239.6420000002,2461721.17,4592967.36,Finance,-219430.9580000001,4970744.76
6637,Global International,Operations in finance,1560281.81,2799682.28,3917484.87,3712790.26,448103.17,584257.62,706852.25,Finance,-1239400.4699999997,204694.61000000034
6638,Innovative Enterprises,Operations in manufacturing,2383574.25,2664721.76,1465486.95,4809138.63,1729956.15,1372206.05,1409280.57,Manufacturing,-281147.5099999998,-3343651.6799999997
6639,Dynamic Motors,Operations in healthcare,2765896.11,1057768.87,3975183.9819999994,1366105.55,314345.5,2729248.31,2072178.4400000002,Retail,1708127.2399999998,2609078.431999999
6640,Dynamic Motors,Operations in technology,2379790.722,2293599.92,939518.63,3854015.65,1526958.1,758744.43,3364618.19,Finance,86190.80200000014,-2914497.02
6641,Alpha Logistics,Operations in manufacturing,3281337.5,2747949.88,1759927.6,3927971.95,500425.32,1660602.37,2331879.43,Technology,533387.6200000001,-2168044.35
6642,Quantum Logistics,Operations in manufacturing,661765.32,2926365.51,189042.03,2457545.66,1702121.34,1722767.77,3531405.06,Retail,-2264600.19,-2268503.6300000004
6643,Tech Systems,Operations in healthcare,3439657.33,892456.26,4126131.0020000003,3696302.41,984710.41,1676958.8,4877211.17,Finance,2547201.0700000003,429828.5920000002
6644,Zenith Enterprises,Operations in technology,629956.18,588591.05,7089608.28,958091.17,1586229.3,1497646.756,2550834.92,Technology,41365.130000000005,6131517.11
6645,Quantum Motors,Operations in retail,1192380.84,1982547.26,8164661.18,4896758.14,1945939.43,1197630.2,961662.5,Retail,-790166.4199999999,3267903.04
6646,Alpha Corp,Operations in technology,3884924.01,2025981.5880000002,8913438.9,903767.66,809530.526,2777999.49,4324083.61,Healthcare,1858942.4219999996,8009671.24
6647,Pinnacle Holdings,Operations in retail,2616767.74,322670.31,7174245.35,3386492.65,862587.73,1409490.954,1523056.97,Technology,2294097.43,3787752.6999999997
6648,Dynamic Motors,Operations in technology,4235688.15,1431201.414,3260597.87,3619222.57,1451086.25,754838.57,2974171.05,Finance,2804486.7360000005,-358624.6999999997
6649,Alpha Technologies,Operations in finance,3778752.62,2838238.0,527969.37,1755097.14,291659.91,1087845.99,945501.32,Healthcare,940514.6200000001,-1227127.77
6650,Innovative Motors,Operations in manufacturing,3492460.34,1023675.6619999999,9987729.42,4319134.19,1709606.07,2513520.92,3295127.12,Retail,2468784.678,5668595.2299999995
6651,Global Holdings,Operations in technology,1099658.24,2962391.38,6176129.29,3287641.61,1401989.88,2516915.65,3207739.7,Technology,-1862733.14,2888487.68
6652,Tech International,Operations in finance,2656506.83,2157715.8,3088821.1,2942704.55,798046.49,1034445.63,793153.48,Retail,498791.03000000026,146116.55000000028
6653,Quantum Logistics,Operations in technology,1767556.59,1738175.23,703425.83,1704824.792,681934.03,2199157.55,3720087.2920000004,Healthcare,29381.360000000102,-1001398.9619999999
6654,Green Holdings,Operations in manufacturing,2283366.0,2454729.05,4563294.2979999995,3305144.08,1793614.06,2490387.36,3809578.01,Retail,-171363.0499999998,1258150.2179999994
6655,Dynamic Motors,Operations in finance,3762536.13,1310705.01,4725473.34,268950.59,1610560.03,914802.65,2828383.98,Retail,2451831.12,4456522.75
6656,Alpha Logistics,Operations in finance,1102186.49,499193.76,5477035.023999999,1801375.74,717501.9,1887097.2079999999,4831026.52,Technology,602992.73,3675659.283999999
6657,Future Motors,Operations in healthcare,968219.58,2220204.18,2811827.8,4279624.74,280685.63,295440.37,3788897.45,Finance,-1251984.6,-1467796.9400000004
